"...1","V1.x","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg","State","V1.y","value"
69,69,19000,5,10,51,0,2011,"A",NA,"Iowa -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",87585,1218484,46977027042,23079198914,641470188,741,38554,NA,0.96,1,0.99,1.01,1,0.99,0.99,NA,-248,-0.3,17318,1.4,2018738814,4.5,762056929,3.4,122131007,23.5,21,2.9,1125,3,"Iowa",69,7.25
70,70,20000,5,10,51,0,2011,"A",NA,"Kansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",82104,1058280,42867445240,9606279336,381637064,779,40507,NA,0.97,0.97,0.99,0.66,0.97,1.02,1.02,NA,79,0.1,10824,1,1565639075,3.8,199449277,2.1,20006748,5.5,21,2.8,1076,2.7,"Kansas",70,7.25
71,71,21000,5,10,51,0,2011,"A",NA,"Kentucky -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",102578,1427305,56125331987,12447865038,442963766,756,39323,NA,0.98,0.98,0.98,1.02,1,1,1,NA,-1393,-1.3,23784,1.7,2267695722,4.2,275537898,2.3,15158234,3.5,18,2.4,950,2.5,"Kentucky",71,7.25
72,72,22000,5,10,51,0,2011,"A",NA,"Louisiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",119424,1508857,64062674465,13559417594,258834749,816,42458,NA,0.99,0.98,0.98,1.02,1,1.01,1.01,NA,-3618,-2.9,27647,1.9,2637148504,4.3,201750423,1.5,41896154,19.3,19,2.4,988,2.4,"Louisiana",72,7.25
73,73,23000,5,10,51,0,2011,"A",NA,"Maine -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",46192,482478,18039462697,5270437450,158291591,719,37389,NA,0.97,1,0.98,1.01,1,0.99,0.99,NA,100,0.2,3629,0.8,522050096,3,75185894,1.4,19476657,14,15,2.1,807,2.2,"Maine",73,7.5
74,74,24000,5,10,51,0,2011,"A",NA,"Maryland -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",161200,1991055,100786666914,17808171153,948684041,973,50620,NA,1.01,0.96,0.92,1.01,1.01,0.96,0.96,NA,959,0.6,22493,1.1,3350244234,3.4,299841757,1.7,137051988,16.9,21,2.2,1124,2.3,"Maryland",74,7.25
75,75,25000,5,10,51,0,2011,"A",NA,"Massachusetts -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",221503,2778429,167251637871,34887794743,1759304140,1158,60196,NA,1.01,1.04,1.06,0.85,0.99,1.01,1.01,NA,7704,3.6,45068,1.6,7735262024,4.8,934215430,2.8,142915737,8.8,36,3.2,1837,3.1,"Massachusetts",75,8
76,76,26000,5,10,51,0,2011,"A",NA,"Michigan -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",235417,3283868,148710196204,29930655581,1652868874,871,45285,NA,1,1.02,1.01,1.02,1,0.99,0.99,NA,-5367,-2.2,104090,3.3,9973093038,7.2,1254619251,4.4,186877963,12.7,32,3.8,1654,3.8,"Michigan",76,7.4
77,77,27000,5,10,51,0,2011,"A",NA,"Minnesota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",156391,2236376,107549530685,44381641265,1041518893,925,48091,NA,0.98,1.03,1.04,1.02,1,1.01,1.01,NA,1489,1,51985,2.4,4918132895,4.8,1376820645,3.2,233661139,28.9,21,2.3,1107,2.4,"Minnesota",77,7.25
78,78,28000,5,10,51,0,2011,"A",NA,"Mississippi -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",64734,837502,28657012971,11246883059,245717637,658,34217,NA,0.97,0.93,0.91,1,0.99,0.98,0.98,NA,-256,-0.4,4164,0.5,709158791,2.5,4556228441,68.1,134673785,121.3,13,2,680,2,"Mississippi",78,7.25
79,79,29000,5,10,51,0,2011,"A",NA,"Missouri -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",164419,2162240,90214059361,25901191811,611294474,802,41723,NA,0.98,1,1.01,1.01,1,1.01,1.01,NA,534,0.3,19299,0.9,2670432237,3.1,294139143,1.1,65445017,12,16,2,871,2.1,"Missouri",79,7.25
80,80,30000,5,10,51,0,2011,"A",NA,"Montana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",39769,339529,11719706136,6170818201,142271829,664,34518,NA,0.98,0.96,0.93,0.81,0.97,0.97,0.97,NA,-103,-0.3,4663,1.4,587388283,5.3,194728449,3.3,30383589,27.2,25,3.9,1274,3.8,"Montana",80,7.35
81,81,31000,5,10,51,0,2011,"A",NA,"Nebraska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",56336,743476,27930327619,6695241231,211386715,722,37567,NA,0.97,0.99,0.97,1.01,1,0.99,0.99,NA,541,1,6570,0.9,896382059,3.3,127590439,1.9,4093162,2,17,2.4,881,2.4,"Nebraska",81,7.25
82,82,32000,5,10,51,0,2011,"A",NA,"Nevada -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",70237,969984,40406405044,22559393053,416946238,801,41657,NA,1.01,1.04,1.01,1.02,1,0.97,0.97,NA,-639,-0.9,11790,1.2,1216912517,3.1,172215128,0.8,143984968,52.7,14,1.8,758,1.9,"Nevada",82,8.25
83,83,33000,5,10,51,0,2011,"A",NA,"New Hampshire -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",45657,520327,24789346501,5806415340,208697194,916,47642,NA,0.98,1.03,1.04,1.02,1.01,1.01,1.01,NA,-4,0,6796,1.3,1019617874,4.3,874719750,17.7,42728822,25.7,26,2.9,1355,2.9,"New Hampshire",83,7.25
84,84,34000,5,10,51,0,2011,"A",NA,"New Jersey -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",258983,3156538,179558588761,73365529643,2226343888,1094,56885,NA,1.01,1.01,1,1,1,0.99,0.99,NA,-2472,-0.9,21457,0.7,4821175456,2.8,552992185,0.8,372413343,20.1,22,2.1,1149,2.1,"New Jersey",84,7.25
85,85,35000,5,10,51,0,2011,"A",NA,"New Mexico -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",51537,596921,23085217144,11144180124,188234915,744,38674,NA,0.97,0.91,0.89,0.99,0.98,0.97,0.97,NA,445,0.9,4042,0.7,599118076,2.7,486436939,4.6,41812089,28.6,15,2.1,747,2,"New Mexico",85,7.5
86,86,36000,5,10,51,0,2011,"A",NA,"New York -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",582033,7051385,444806878571,60610814187,2801543281,1213,63081,NA,1.02,1,1.02,1.02,1,1.03,1.03,NA,7252,1.3,145581,2.1,19771095522,4.7,1821886468,3.1,141938607,5.3,29,2.4,1533,2.5,"New York",86,7.25
87,87,37000,5,10,51,0,2011,"A",NA,"North Carolina -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",246405,3158293,132436432908,53846292103,1197911990,806,41933,NA,1,0.98,0.98,1.02,1.01,1,1,NA,2755,1.1,55984,1.8,5632898135,4.4,1372259111,2.6,280517484,30.6,20,2.5,1059,2.6,"North Carolina",87,7.25
88,88,38000,5,10,51,0,2011,"A",NA,"North Dakota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",25125,312524,13156614774,6298004224,85586700,810,42098,NA,0.95,0.99,1,1,0.99,1.01,1.01,NA,1201,5,21207,7.3,2078508532,18.8,948675752,17.7,11609891,15.7,79,10.8,4070,10.7,"North Dakota",88,7.25
89,89,39000,5,10,51,0,2011,"A",NA,"Ohio -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",273730,4247686,179439526034,38513830251,1459656965,812,42244,NA,0.98,1.02,1.01,1.02,1.01,0.99,0.99,NA,2915,1.1,78154,1.9,8322639722,4.9,1281329968,3.4,274898889,23.2,23,2.9,1204,2.9,"Ohio",89,7.4
90,90,40000,5,10,51,0,2011,"A",NA,"Oklahoma -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",97053,1190011,47787614994,20387780601,445962324,772,40157,NA,0.98,0.94,0.95,0.95,0.96,1.01,1.01,NA,550,0.6,28549,2.5,3639733694,8.2,3546837642,21.1,282164476,172.3,41,5.6,2146,5.6,"Oklahoma",90,7.25
91,91,41000,5,10,51,0,2011,"A",NA,"Oregon -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",123466,1342463,56948473103,30502099417,943146652,816,42421,NA,0.99,0.99,0.98,1.01,1,0.99,0.99,NA,1714,1.4,24175,1.8,2920282842,5.4,994023135,3.4,132937932,16.4,28,3.6,1437,3.5,"Oregon",91,8.5
92,92,42000,5,10,51,0,2011,"A",NA,"Pennsylvania -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",331723,4825064,225147152152,38396628404,2511724866,897,46662,NA,0.99,1.04,1.04,1.02,1,1,1,NA,5722,1.8,82745,1.7,10203250934,4.7,1172615827,3.2,433517362,20.9,25,2.9,1337,2.9,"Pennsylvania",92,7.25
93,93,44000,5,10,51,0,2011,"A",NA,"Rhode Island -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",34184,389270,16945743571,5947095213,225516977,837,43532,NA,1.01,1.04,0.99,1.02,1,0.96,0.96,NA,-161,-0.5,2176,0.6,484644116,2.9,105046635,1.8,10797648,5,19,2.3,1007,2.4,"Rhode Island",93,7.4
94,94,45000,5,10,51,0,2011,"A",NA,"South Carolina -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",106989,1450840,54745668094,14908106843,441975630,726,37734,NA,1,0.97,0.96,1.01,1,0.99,0.99,NA,-140,-0.1,27072,1.9,2372036825,4.5,3620478495,32.1,181464124,69.7,19,2.7,949,2.6,"South Carolina",94,7.25
95,95,46000,5,10,51,0,2011,"A",NA,"South Dakota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",28656,321879,11293459730,3228191808,44781218,675,35086,NA,0.95,0.98,0.97,0.98,0.95,1,1,NA,234,0.8,5145,1.6,560208821,5.2,304331121,10.4,-20279977,-31.2,23,3.5,1199,3.5,"South Dakota",95,7.25
96,96,47000,5,10,51,0,2011,"A",NA,"Tennessee -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",134970,2185720,93160120554,20964574734,711764947,820,42622,NA,1.01,1,1.01,1,1,1.01,1.01,NA,-485,-0.4,47505,2.2,3867406229,4.3,584922955,2.9,52286778,7.9,17,2.1,862,2.1,"Tennessee",96,7.25
97,97,48000,5,10,51,0,2011,"A",NA,"Texas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",566574,8634282,427690194452,88249888923,2789578600,953,49534,NA,1,0.99,1.01,1.01,1,1.02,1.02,NA,10288,1.8,271038,3.2,29518838809,7.4,3857500122,4.6,434294330,18.4,37,4,1924,4,"Texas",97,7.25
98,98,49000,5,10,51,0,2011,"A",NA,"Utah -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",80035,968664,38685600510,20770574379,320186433,768,39937,NA,0.99,0.98,0.98,1.02,1,1,1,NA,432,0.5,22674,2.4,1852515436,5,798031570,4,173094662,117.7,19,2.5,1001,2.6,"Utah",98,7.25
99,99,50000,5,10,51,0,2011,"A",NA,"Vermont -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",22655,243189,9606475660,2787129176,110982845,760,39502,NA,0.97,0.98,0.97,1.02,1,0.98,0.99,NA,67,0.3,2952,1.2,324666110,3.5,563031619,25.3,34041574,44.2,17,2.3,866,2.2,"Vermont",99,8.15
100,100,51000,5,10,51,0,2011,"A",NA,"Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",224817,2889435,145224883228,25753468867,679495147,967,50261,NA,1,0.97,0.96,1.01,1,1,1,NA,2117,1,39561,1.4,5187744825,3.7,465629193,1.8,162293846,31.4,22,2.3,1123,2.3,"Virginia",100,7.25
101,101,53000,5,10,51,0,2011,"A",NA,"Washington -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",224445,2325372,115867238009,61049908548,1365422204,958,49827,NA,1.01,0.98,0.97,1.01,1,1,1,NA,-2819,-1.2,42141,1.8,6589614211,6,2289423042,3.9,36103169,2.7,38,4.1,1966,4.1,"Washington",101,8.67
102,102,54000,5,10,51,0,2011,"A",NA,"West Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",44779,559638,21582183875,6555849807,208820038,742,38565,NA,0.95,0.95,0.95,1.01,1,0.99,0.99,NA,395,0.9,9869,1.8,1245462600,6.1,209784079,3.3,20776749,11,31,4.4,1574,4.3,"West Virginia",102,7.25
103,103,55000,5,10,51,0,2011,"A",NA,"Wisconsin -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",150472,2283600,92775894393,26496867215,1126672589,781,40627,NA,0.98,1.03,1.02,1.02,1,0.99,1,NA,2429,1.6,37069,1.7,3912490754,4.4,2199166110,9.1,255743714,29.4,20,2.6,1071,2.7,"Wisconsin",103,7.25
104,104,56000,5,10,51,0,2011,"A",NA,"Wyoming -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",23545,208892,8963681074,4232472122,126797403,825,42911,NA,0.97,0.91,0.9,1,0.99,0.99,0.99,NA,111,0.5,3666,1.8,496473730,5.9,82311397,2,28727423,29.3,32,4,1653,4,"Wyoming",104,7.25
105,105,72000,5,10,51,0,2011,"A",NA,"Puerto Rico -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",47882,667647,16715503100,4915061031,176682890,481,25036,NA,0.99,0.86,0.82,1.01,1,0.94,0.94,NA,535,1.1,2499,0.4,210931682,1.3,-22646326,-0.5,15899737,9.9,4,0.8,223,0.9,"Puerto Rico",105,7.25
106,106,78000,5,10,51,0,2011,"A",NA,"Virgin Islands -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",3396,31328,1102142114,612907105,2540135,677,35180,NA,0.99,0.86,0.78,1.02,1,0.92,0.92,NA,-79,-2.3,74,0.2,-5364506,-0.5,-7422678,-1.2,1094201,75.7,-4,-0.6,-255,-0.7,"Virgin Islands",106,7.25
107,107,1000,5,10,51,0,2012,"A",NA,"Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109868,1467367,60278310748,13309716793,417133890,790,41079,NA,0.98,0.96,0.94,1.01,1,0.98,0.98,NA,-96,-0.1,18362,1.3,2168345637,3.7,196498160,1.5,-87202027,-17.3,19,2.5,976,2.4,"Alabama",107,7.25
108,108,2000,5,10,51,0,2012,"A",NA,"Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19769,248576,12326227067,7106010968,216460860,954,49587,NA,0.94,0.9,0.89,0.99,0.98,0.98,0.98,NA,364,1.9,5490,2.3,609795426,5.2,357469416,5.3,48614361,29,27,2.9,1388,2.9,"Alaska",108,7.75
109,109,4000,5,10,51,0,2012,"A",NA,"Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",143845,2045349,92521163385,16899896788,397338250,870,45235,NA,1.01,1,1,1.01,0.99,0.99,0.99,NA,2456,1.7,52622,2.6,4660385133,5.3,538873863,3.3,34474559,9.5,22,2.6,1144,2.6,"Arizona",109,7.65
110,110,5000,5,10,51,0,2012,"A",NA,"Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",80740,944388,35774521402,11433704975,399925108,728,37881,NA,0.98,0.98,0.97,1,1,0.99,0.99,NA,-270,-0.3,7887,0.8,1310689101,3.8,143842368,1.3,12758292,3.3,20,2.8,1080,2.9,"Arkansas",110,7.25
111,111,6000,5,10,51,0,2012,"A",NA,"California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1299697,12684429,714072521662,104735639041,5535446066,1083,56295,NA,1.01,1.01,1,1.02,1,0.99,0.99,NA,-43385,-3.2,418942,3.4,47503284947,7.1,3223677805,3.2,140320060,2.6,38,3.6,1950,3.6,"California",111,8
112,112,8000,5,10,51,0,2012,"A",NA,"Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",168824,1891870,96333683002,22446706386,793688228,979,50920,NA,1.01,0.99,1,0.96,1,1.01,1.01,NA,2287,1.4,51965,2.8,5727975512,6.3,2295662964,11.4,36482951,4.8,32,3.4,1675,3.4,"Colorado",112,7.64
113,113,9000,5,10,51,0,2012,"A",NA,"Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",107687,1391749,87883829475,19132516107,805754269,1214,63146,NA,1,1.02,1.04,1.01,1,1.02,1.02,NA,915,0.9,16976,1.2,2605581663,3.1,228817285,1.2,51248717,6.8,21,1.8,1115,1.8,"Connecticut",113,8.25
114,114,10000,5,10,51,0,2012,"A",NA,"Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",27278,345329,17852324100,3582210067,103921903,994,51697,NA,1.01,1.01,1.01,1.01,1,1,1,NA,-10,0,2744,0.8,539645507,3.1,35780177,1,6245085,6.4,22,2.3,1162,2.3,"Delaware",114,7.25
115,115,11000,5,10,51,0,2012,"A",NA,"District of Columbia","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",35584,472745,36144216577,4438887651,124253753,1470,76456,NA,1.02,0.79,0.73,1.02,1.01,0.93,0.93,NA,167,0.5,11632,2.5,1694439840,4.9,100236152,2.3,3716026,3.1,33,2.3,1746,2.3,"District",115,8.25
116,116,12000,5,10,51,0,2012,"A",NA,"Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",600971,6312193,267933621828,57527221467,2220232632,816,42447,NA,1.02,1.02,1.01,1.02,1.01,0.98,0.98,NA,14862,2.5,161689,2.6,13446406258,5.3,7477811117,14.9,507796599,29.7,20,2.5,1070,2.6,"Florida",116,7.67
117,117,13000,5,10,51,0,2012,"A",NA,"Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",260090,3190572,149893110092,30860180378,832463431,903,46980,NA,1,0.99,1.01,1.01,1,1.02,1.02,NA,3687,1.4,54837,1.7,6964988351,4.9,632801098,2.1,73025371,9.6,26,3,1400,3.1,"Georgia",117,7.25
118,118,15000,5,10,51,0,2012,"A",NA,"Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",36094,483782,19772466602,12074180027,317529063,786,40871,NA,0.98,0.95,0.9,1.02,1.01,0.94,0.94,NA,149,0.4,11540,2.4,959250286,5.1,1068217219,9.7,26486725,9.1,20,2.6,1033,2.6,"Hawaii",118,7.25
119,119,16000,5,10,51,0,2012,"A",NA,"Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",50174,503774,18076304777,11284341193,321085732,690,35882,NA,0.98,0.98,0.97,1.01,1,0.99,0.99,NA,-664,-1.3,6896,1.4,483657967,2.7,327386260,3,4566455,1.4,9,1.3,476,1.3,"Idaho",119,7.25
120,120,17000,5,10,51,0,2012,"A",NA,"Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",382911,4843785,253438051696,61988659548,3193075443,1006,52322,NA,1.01,1.02,1.03,1.01,1,1,1,NA,6929,1.8,78340,1.6,10776740259,4.4,3958363238,6.8,618023912,24,27,2.8,1401,2.8,"Illinois",120,8.25
121,121,18000,5,10,51,0,2012,"A",NA,"Indiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",154278,2418425,100018468960,23755261174,747228148,795,41357,NA,1,1.02,1.03,1.01,1,1,1,NA,479,0.3,59468,2.5,5018104527,5.3,776441053,3.4,19803918,2.7,21,2.7,1085,2.7,"Indiana",121,7.25
122,122,19000,5,10,51,0,2012,"A",NA,"Iowa -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",89258,1241299,49355721379,24053156980,584910873,765,39761,NA,0.97,1,0.99,1.01,1,0.99,0.99,NA,1673,1.9,22815,1.9,2378694337,5.1,973958066,4.2,-56559315,-8.8,24,3.2,1207,3.1,"Iowa",122,7.25
123,123,20000,5,10,51,0,2012,"A",NA,"Kansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",78635,1076065,44997695987,9908927222,398153771,804,41817,NA,0.97,0.97,0.99,0.66,0.96,1.02,1.02,NA,-3469,-4.2,17785,1.7,2130250747,5,302647886,3.2,16516707,4.3,25,3.2,1310,3.2,"Kansas",123,7.25
124,124,21000,5,10,51,0,2012,"A",NA,"Kentucky -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",105274,1455758,58561996857,13975539603,490679914,774,40228,NA,0.98,0.98,0.98,1.02,1,1,1,NA,2696,2.6,28453,2,2436664870,4.3,1527674565,12.3,47716148,10.8,18,2.4,905,2.3,"Kentucky",124,7.25
125,125,22000,5,10,51,0,2012,"A",NA,"Louisiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",120436,1540332,67032754610,14035675822,247975136,837,43518,NA,0.99,0.98,0.99,1.01,1,1.01,1.01,NA,1012,0.8,31475,2.1,2970080145,4.6,476258228,3.5,-10859613,-4.2,21,2.6,1060,2.5,"Louisiana",125,7.25
126,126,23000,5,10,51,0,2012,"A",NA,"Maine -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",46568,486542,18528373431,5315723899,162945457,732,38082,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,376,0.8,4064,0.8,488910734,2.7,45286449,0.9,4653866,2.9,13,1.8,693,1.9,"Maine",126,7.5
127,127,24000,5,10,51,0,2012,"A",NA,"Maryland -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",164145,2024063,105069815047,18104667449,1027574372,998,51910,NA,1.01,0.96,0.92,1,1.01,0.96,0.96,NA,2945,1.8,33008,1.7,4283148133,4.2,296496296,1.7,78890331,8.3,25,2.6,1290,2.5,"Maryland",127,7.25
